problem,problem_id,dsl,full_dsl,step,correct,output,id,task_id_mc_larc,description_output,ChatGPT Response1,ChatGPT Response2,ChatGPT Response3,ChatGPT Response4
21,1e0a9b12.json,"['move_down', 'pixel_color', 'move_down', 'move_down', 'pixel_color', 'pixel_color', 'horizontal_line', 'pixel_color', 'complete']","['move_down(self.temp_state, object2)', 'pixel_color([(4, 1)], 2)', 'move_down(self.temp_state, object3)', 'move_down(self.temp_state, object3)', 'pixel_color([(4, 3)], 4)', 'pixel_color([(4, 4)], 3)', 'horizontal_line(self.temp_state, [(0, 0), (0, 4)], 0)', 'pixel_color([(0, 4)], 0)', 'complete(self.temp_state)']",9,TRUE,"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [5, 0, 0, 0, 0], [5, 2, 0, 4, 0], [5, 2, 6, 4, 3]]",1e0a9b12,31,"To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block fall vertically to the bottom. That produces the correct output grid.","To make the output, you have to...think of the grid as a blue field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block fall vertically to the bottom. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and as the colored circles as being objects floating in space. Gravity is suddenly turned on and all of the block fall vertically to the bottom. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned off and all of the block stay stationary. That produces the correct output grid.","To make the output, you have to...think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block move horizontally to the side That produces the correct output grid."
24,1f642eb9.json,"['pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['pixel_color([(3, 2)], 9)', 'pixel_color([(5, 2)], 3)', 'pixel_color([(6, 2)], 4)', 'pixel_color([(3, 3)], 6)', 'pixel_color([(3, 5)], 2)', 'pixel_color([(4, 5)], 7)', 'pixel_color([(6, 4)], 6)', 'complete(self.temp_state)']",8,TRUE,"[[0, 0, 0, 6, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 9, 6, 8, 2, 0, 0, 0, 0], [0, 0, 8, 8, 8, 7, 0, 0, 0, 7], [3, 0, 3, 8, 8, 8, 0, 0, 0, 0], [4, 0, 4, 8, 6, 8, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 0, 0]]",1f642eb9,34,"To make the output, you have to...make one similiarly colored squar inside the light blue figure for each colored square around the exterior. Place the colored squares along the most outer edge of the blue figure, closest to their corresponding block.","To make the output, you have to...make one similarly colored rectangle inside the brown figure for each colored square around the exterior. Place the colored squares along the least outer edge of the brown figure, farthest from their corresponding block.","To make the output, you have to...make one differing colored circle inside the pink figure for each colored square around the exterior. Place the colored squares along the least outer edge of the pink figure, farthest from their corresponding block.","To make the output, you have to...make one similarly colored triangle inside the gray figure for each colored square around the exterior. Place the colored squares along the least outer edge of the gray figure, farthest from their corresponding block.","To make the output, you have to...make one similarly colored square inside the green figure for each colored square around the exterior. Place the colored squares along the least outer edge of the green figure, farthest from their corresponding block."
25,1f876c06.json,"['diagonal_line', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'diagonal_line', 'complete']","['diagonal_line(self.temp_state, [(3, 6), (0, 9)], 9)', 'diagonal_line(self.temp_state, [(4, 0), (7, 3)], 6)', 'diagonal_line(self.temp_state, [(1, 0), (7, 6)], 7)', 'diagonal_line(self.temp_state, [(3, 3), (0, 6)], 3)', 'diagonal_line(self.temp_state, [(5, 9), (9, 5)], 4)', 'complete(self.temp_state)']",6,TRUE,"[[0, 0, 0, 0, 0, 0, 3, 0, 0, 9], [7, 0, 0, 0, 0, 3, 0, 0, 9, 0], [0, 7, 0, 0, 3, 0, 0, 9, 0, 0], [0, 0, 7, 3, 0, 0, 9, 0, 0, 0], [6, 0, 0, 7, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 7, 0, 0, 0, 0, 4], [0, 0, 6, 0, 0, 7, 0, 0, 4, 0], [0, 0, 0, 6, 0, 0, 7, 4, 0, 0], [0, 0, 0, 0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 0, 4, 0, 0, 0, 0]]",1f876c06,36,"To make the output, you have to...connect the two same colored blocks in a diagonal to create a same colored line.","To make the output, you have to...connect the two different colored blocks in a diagonal to create a multi colored line.","To make the output, you have to...connect the two same colored blocks in vertical to create a same colored line.","To make the output, you have to...connect the two same colored blocks in a horizontal to create a same colored line.","To make the output, you have to...disconnect the two same colored blocks in a diagonal to create a same colored space."
26,2204b7a8.json,"['obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object2, 5)', 'obj_color(self.temp_state, object4, 4)', 'obj_color(self.temp_state, object5, 4)', 'obj_color(self.temp_state, object6, 5)', 'obj_color(self.temp_state, object7, 4)', 'obj_color(self.temp_state, object8, 5)', 'obj_color(self.temp_state, object9, 5)', 'obj_color(self.temp_state, object10, 5)', 'obj_color(self.temp_state, object11, 4)', 'complete(self.temp_state)']",10,TRUE,"[[5, 5, 0, 0, 0, 0, 0, 0, 0, 4], [5, 0, 0, 0, 0, 4, 0, 0, 4, 4], [5, 0, 0, 0, 0, 0, 0, 0, 0, 4], [5, 0, 0, 5, 0, 0, 0, 0, 0, 4], [5, 0, 0, 0, 0, 0, 4, 0, 0, 4], [5, 0, 0, 5, 0, 0, 0, 0, 0, 4], [5, 0, 0, 0, 0, 0, 0, 0, 0, 4], [5, 0, 0, 0, 5, 0, 0, 0, 0, 4], [5, 0, 5, 0, 0, 0, 4, 0, 0, 4], [5, 0, 0, 0, 0, 0, 0, 0, 0, 4]]",2204b7a8,39,"To make the output, you have to...copy the input grid. change the color of each pixel in the black field to the color of the border line that each pixel is closest to.","To make the output, you have to...change the color of each pixel in the white field to the color of the border line that each pixel is closest to.","To make the output, you have to...change the color of each pixel in the black field to the color of the border line that each pixel is farthest from.","To make the output, you have to...copy the input grid. Change the color of each pixel in the black field to the color of the border line that each pixel is touching.","To make the output, you have to...copy the input grid. Leave the color of each pixel in the black field to the color of the border line that each pixel is closest to."
27,22168020.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(1, 0), (1, 3)], 4)', 'horizontal_line(self.temp_state, [(2, 4), (2, 9)], 7)', 'horizontal_line(self.temp_state, [(3, 5), (3, 8)], 7)', 'horizontal_line(self.temp_state, [(6, 1), (6, 6)], 3)', 'horizontal_line(self.temp_state, [(7, 2), (7, 5)], 3)', 'complete(self.temp_state)']",6,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 0, 0, 0, 0, 0, 0], [0, 4, 4, 0, 7, 7, 7, 7, 7, 7], [0, 4, 4, 0, 0, 7, 7, 7, 7, 0], [0, 0, 0, 0, 0, 0, 7, 7, 0, 0], [0, 0, 0, 0, 0, 0, 7, 7, 0, 0], [0, 3, 3, 3, 3, 3, 3, 0, 0, 0], [0, 0, 3, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 3, 3, 0, 0, 0, 0, 0], [0, 0, 0, 3, 3, 0, 0, 0, 0, 0]]",22168020,40,"To make the output, you have to...fill in the area above the four square base until you get to the top of the colored area.","To make the output, you have to...remove the area above the three square base until you get to the side of the colored area.","To make the output, you have to...draw on the area beside the four square base until you get to the bottom of the colored area.","To make the output, you have to...highlight the area below the five square base until you get to the top of the colored area.","To make the output, you have to...empty the area above the four square base until you get to the top of the white area."
28,22233c11.json,"['horizontal_line', 'horizontal_line', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(1, 3), (1, 0)], 8)', 'horizontal_line(self.temp_state, [(0, 3), (0, 0)], 8)', 'pixel_color([(8, 9)], 8)', 'pixel_color([(9, 9)], 8)', 'pixel_color([(0, 0)], 8)', 'pixel_color([(1, 0)], 8)', 'complete(self.temp_state)']",7,TRUE,"[[8, 8, 8, 0, 0, 0, 0, 0, 0, 0], [8, 8, 8, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 3, 3, 3, 0], [0, 0, 0, 0, 0, 0, 3, 3, 3, 0], [0, 0, 0, 0, 0, 0, 3, 3, 3, 0], [0, 0, 0, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 3, 3, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0, 8]]",22233c11,41,"To make the output, you have to...place a light blue tile diagonally on each side of the green tiles, skipping one black tile. Imagine an X shape is being created, except the light blue tiles skip the first diagonal tile (leaving it black) to create one light blue tile on each side.","To make the output, you have to...place a light blue tile diagonally on each side of the green tiles. Imagine an X shape is being created, except the light blue tiles don't skip the first diagonal tile (leaving it light blue) to create one light blue tile on each side.","To make the output, you have to...put a pink tile diagonally on each side of the green tiles, skipping one black tile. Imagine a Z shape is being created, except the pink tiles skip the first diagonal tile (leaving it black) to create one pink tile on each side.","To make the output, you have to...arrange a light blue tile linearly beside every green tile, skipping one black tile. Imagine a continuous line is being created, except the light blue tiles skip the first black tile to create single light blue tile next to each green tile.","To make the output, you have to...lay a brown tile diagonally at each end of the green tiles, leaving one black tile gap. Imagining a V shape being created but the brown tiles skip the first diagonal tile (keep it black) to create one brown tile on each side."
30,228f6490.json,"['obj_color', 'obj_color', 'horizontal_line', 'horizontal_line', 'pixel_color', 'complete']","['obj_color(self.temp_state, object6, 0)', 'obj_color(self.temp_state, object4, 0)', 'horizontal_line(self.temp_state, [(8, 3), (8, 7)], 4)', 'horizontal_line(self.temp_state, [(1, 2), (1, 6)], 7)', 'pixel_color([(2, 4)], 7)', 'complete(self.temp_state)']",6,TRUE,"[[0, 0, 5, 5, 5, 5, 5, 0, 0, 2], [2, 0, 5, 7, 7, 7, 5, 0, 0, 0], [0, 0, 5, 5, 7, 5, 5, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0, 2], [0, 0, 0, 0, 0, 2, 0, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 5, 5, 5, 5, 5, 5, 5], [0, 2, 0, 5, 4, 4, 4, 5, 5, 5], [2, 0, 0, 5, 5, 5, 5, 5, 5, 5]]",228f6490,43,"To make the output, you have to...take a colored shape to fill in the hole for each grey square. It will only take one shape per square.","To make the output, you have to...take a colored shape to fill in the hole for each green square. It will only take one shape per square.","To make the output, you have to...take one shape to rub out the strokes for each grey square. It will only take one shape per square.","To make the output, you have to...remove a colored shape to fill in the hole for each grey square. It will only take one shape per square.","To make the output, you have to...take a colored shape to fill in the hole for each grey square. It will take multiple shapes per square."
31,22eb0ac0.json,"['horizontal_line', 'horizontal_line', 'complete']","['horizontal_line(self.temp_state, [(3, 0), (3, 9)], 3)', 'horizontal_line(self.temp_state, [(7, 0), (7, 9)], 6)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 9], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 6, 6, 6, 6, 6, 6, 6, 6, 6], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 0, 0, 0, 0, 0, 4]]",22eb0ac0,44,"To make the output, you have to...copy the input. If two blocks across from each other are the same color, fill in the rest of that horizontal row with that color. Don't do anything with the blocks across from each other that are different colors.","To make the output, you have to...copy the input. If two blocks down from each other are the same color, fill in the rest of that vertical column with that color. Don't do anything with the blocks down from each other that are different colors.","To make the output, you have to...copy the input. If two blocks across from each other are the same color, fill in the rest of that horizontal row with a different color. Don't do anything with the blocks across from each other that are different colors.","To make the output, you have to...copy the input. If two blocks across from each other are different colors, fill in the rest of that horizontal row with that color. Don't do anything with the blocks across from each other that are the same colors.","To make the output, you have to...change the input. If two blocks across from each other are the same color, fill in the rest of that horizontal row with that color. Don't do anything with the blocks across from each other that are different colors."
33,253bf280.json,"['horizontal_line', 'horizontal_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(1, 2), (1, 10)], 3)', 'horizontal_line(self.temp_state, [(5, 6), (5, 12)], 3)', 'vertical_line(self.temp_state, [(7, 1), (10, 1)], 3)', 'complete(self.temp_state)']",4,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 8, 3, 3, 3, 3, 3, 3, 3, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 8, 3, 3, 3, 3, 3, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0], [0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",253bf280,49,"To make the output, you have to...use green lines to connect light blue dots that are in the same line.","To make the output, you have to...use red lines to connect brown dots that are in the same column.","To make the output, you have to...use yellow lines to connect pink dots that are diagonally aligned.","To make the output, you have to...use gray lines to connect green squares that are at the same height.","To make the output, you have to...use brown lines to separate light blue dots that are in the same row."
34,25d487eb.json,"['vertical_line', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(11, 4), (0, 4)], 8)', 'pixel_color([(0, 4)], 8)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0], [0, 0, 4, 4, 4, 4, 4, 0, 0, 0, 0], [0, 4, 4, 4, 8, 4, 4, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",25d487eb,50,"To make the output, you have to...take the smaller color and shoot it out the top.","To make the output, you have to...take the larger color and launch it out the bottom.","To make the output, you have to...take the medium color and eject it out the side.","To make the output, you have to...use the smallest color and push it out the bottom.","To make the output, you have to...grab the bigger color and launch it out the top."
35,25d8a9c8.json,"['obj_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object1, 5)', 'pixel_color([(1, 0)], 0)', 'pixel_color([(1, 1)], 0)', 'pixel_color([(1, 2)], 0)', 'complete(self.temp_state)']",5,TRUE,"[[5, 5, 5], [0, 0, 0], [5, 5, 5]]",25d8a9c8,51,"To make the output, you have to...fill the row with grey if the row has the same colors in the input. Color the row with black if the row contain different colors.","To make the output, you have to...fill the row with grey if the row has different colors in the input. Color the row with black if the row contain the same colors.","To make the output, you have to...fill the row with red if the row has different colors in the input. Color the row with brown if the row contain the same colors.","To make the output, you have to...fill the column with grey if the column has the same colors in the input. Color the column with black if the column contain different colors.","To make the output, you have to...fill the row with light blue if the row has the same colors in the input. Color the row with pink if the row contain different colors."
36,25ff71a9.json,"['move_down', 'complete']","['move_down(self.temp_state, object1)', 'complete(self.temp_state)']",2,TRUE,"[[0, 0, 0], [2, 0, 0], [2, 0, 0]]",25ff71a9,52,"To make the output, you have to...move all the color move down by one grid.","To make the output, you have to...move all the color up by one grid.","To make the output, you have to...move all the color right by one grid.","To make the output, you have to...move all the color left by one grid.","To make the output, you have to...move all the color diagonally by one grid."
40,29c11459.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'pixel_color', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(1, 5), (1, 0)], 4)', 'horizontal_line(self.temp_state, [(1, 10), (1, 5)], 8)', 'horizontal_line(self.temp_state, [(4, 5), (4, 0)], 6)', 'horizontal_line(self.temp_state, [(4, 10), (4, 5)], 9)', 'pixel_color([(1, 5)], 5)', 'pixel_color([(4, 5)], 5)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 4, 5, 8, 8, 8, 8, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 6, 6, 6, 6, 5, 9, 9, 9, 9, 9]]",29c11459,59,"To make the output, you have to...move blue to the right to make 5 blue. move red to left to make 5 red. present with color square.","To make the output, you have to...move blue to the left to make 5 blue. move red to right to make 5 red. present with color square.","To make the output, you have to...move blue to the left to make 4 blue. move red to right to make 6 red. present with color square.","To make the output, you have to...move gray to the right to make 5 gray. move green to left to make 5 green. present with color square.","To make the output, you have to...move yellow to the right to make 5 yellow. move pink to left to make 5 pink. present with color square."
43,2bee17df.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(3, 0), (3, 13)], 3)', 'horizontal_line(self.temp_state, [(6, 0), (6, 13)], 3)', 'horizontal_line(self.temp_state, [(10, 0), (10, 13)], 3)', 'vertical_line(self.temp_state, [(0, 4), (13, 4)], 3)', 'vertical_line(self.temp_state, [(13, 10), (0, 10)], 3)', 'vertical_line(self.temp_state, [(0, 9), (13, 9)], 3)', 'complete(self.temp_state)']",7,TRUE,"[[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8], [8, 8, 8, 8, 3, 0, 8, 8, 8, 3, 3, 8, 2, 2], [8, 8, 8, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 2], [8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2], [8, 8, 8, 0, 3, 0, 0, 0, 0, 3, 3, 0, 2, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 2, 2, 2], [8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 2], [8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2], [8, 8, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 2, 2], [8, 8, 0, 2, 3, 2, 2, 0, 0, 3, 3, 2, 2, 2], [8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]]",2bee17df,62,"To make the output, you have to...copy the input grid into the output. Around the outside of the grid, you will notice some squares are only one square deep around. Take note of these squares. Using green, draw straight lines horizontally and vertically from these squares that are only one deep around the outside, connecting them only to squares on the other side of the grid that also are only one square deep.","To make the output, you have to...eradicate the input grid from the output. Around the interior of the grid, you will observe some squares are only two squares deep inside. Ignore these squares. Using pink, draw zigzag lines horizontally and vertically from these squares that are only two deep on the inside, connecting them only to squares on the other side of the grid that also are only one square shallow.","To make the output, you have to...transfer the output grid into the input. Around the exterior of the rectangle, you will catch sight of some circles are only one circle wide around. Pay attention to these circles. Using grey, sketch straight lines diagonally and zigzag from these circles that are only one wide around the exterior, connecting them only to circles on this side of the rectangle that also is only one circle shallow.","To make the output, you have to...clone the output grid into the input. Around the inside of the grid, you will perceive some hexagons are only one hexagon thick inside. Take note of these hexagons. Using brown, draw curved lines upward and downward from these hexagons that are only one thick around the inside, connecting them only to hexagons on the same side of the grid that are also only one hexagon deep.","To make the output, you have to...move the output grid to the input. Around the interior of the grid, you will see some triangles are only one triangle wide around. Forget about these triangles. Using light blue, draw circular lines horizontally and vertically from these triangles that are only one wide on the outside, connecting them only to triangles on the opposite side of the rectangle that are also only one triangle deep."
44,2c608aff.json,"['horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(9, 2), (9, 7)], 1)', 'horizontal_line(self.temp_state, [(7, 14), (7, 19)], 1)', 'vertical_line(self.temp_state, [(1, 9), (5, 9)], 1)', 'vertical_line(self.temp_state, [(3, 13), (5, 13)], 1)', 'vertical_line(self.temp_state, [(17, 11), (10, 11)], 1)', 'complete(self.temp_state)']",6,TRUE,"[[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 1, 1, 1, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 1, 1, 1, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]]",2c608aff,63,"To make the output, you have to...connect it with the same color as the dot if the dots could connect to the central square with a straight line.","To make the output, you have to...connect it with a different color as the dot if the dots could connect to the central square with a straight line.","To make the output, you have to...connect it with the same color as the rectangle if the rectangles could connect to the central square with a straight line.","To make the output, you have to...connect it with the same color as the dot if the dots could not connect to the central square with a straight line.","To make the output, you have to...disconnect it with the same color as the dot if the dots could connect to the central square with a straight line."
45,2dd70a9a.json,"['horizontal_line', 'vertical_line', 'pixel_color', 'complete']","['horizontal_line(self.temp_state, [(7, 4), (7, 10)], 3)', 'vertical_line(self.temp_state, [(7, 9), (0, 9)], 3)', 'pixel_color([(1, 8)], 3)', 'complete(self.temp_state)']",4,TRUE,"[[8, 8, 8, 8, 0, 0, 0, 0, 0, 8, 8, 0, 0], [8, 0, 0, 0, 0, 8, 2, 2, 3, 3, 0, 0, 0], [0, 8, 0, 0, 8, 8, 0, 0, 0, 3, 0, 0, 0], [0, 0, 8, 0, 0, 0, 0, 0, 8, 3, 0, 0, 8], [0, 0, 8, 0, 0, 0, 8, 0, 0, 3, 0, 0, 8], [0, 0, 0, 8, 0, 0, 0, 0, 8, 3, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0], [8, 0, 8, 3, 3, 3, 3, 3, 3, 3, 8, 0, 0], [0, 8, 8, 0, 0, 8, 0, 0, 0, 0, 8, 0, 0], [0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0], [0, 8, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0]]",2dd70a9a,65,"To make the output, you have to...start at the green colored area, draw a line to red area. When the green line meet skyblue area, turn left or right toward red area.","To make the output, you have to...start at the blue colored area, draw a line to pink area. When the green line meet brown area, turn left or right toward red area.","To make the output, you have to...start at the yellow colored area, draw a line to gray area. When the green line meet gray area, turn left or right toward red area.","To make the output, you have to...start at the brown colored area, draw a line to pink area. When the green line meet light blue area, turn left or right toward red area.","To make the output, you have to...start at the gray colored area, draw a line to green area. When the green line meet yellow area, turn left or right toward red area."
